RestaurantName,Latitude,Longitude,FoodItem,MenuTypeIndex,MenuType,DishTypeIndex,DishType,AddOn,Description,Dairy,Milk,Eggs,ShellFish,Fish,TreeNuts,Peanuts,Wheat,Soybeans,Sesame,Vegan,Vegetarian,GlutenFree,Pescatarian,NOTE:
SweetGreen,,,Raw Carrots,2,Create Your Own,2,Toppings,,,N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Roasted Almonds,2,Create Your Own,2,Toppings,,,N,,N,N,N,Y,N,N,N,N,,,,,
SweetGreen,,,Roasted Sweet Potatoes,2,Create Your Own,2,Toppings,,"Sweet Potato, umami Seasoning, Extra Virgin Olive Oil",N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Shredded Cabbage ,2,Create Your Own,2,Toppings,,,N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Spicy Banana Peppers,2,Create Your Own,2,Toppings,,"Bana Peppers, Vinegar, Water, Salt (some locations might have Tumeric)",N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Spicy Broccoli ,2,Create Your Own,2,Toppings,,"Broccoli, Extra Virgin Olive Oil, Umami Seasoning, Crushed Red Pepper",N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Tomatoes,2,Create Your Own,2,Toppings,,,N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Tortilla Chips,2,Create Your Own,2,Toppings,,"Organic Yellow Corn, Canola Oil, Sea Salt (MAY CONTAIN lime, safflower oil, soybean oil, sunflower oil, cottonseed oil, rice bran)",N,,N,N,N,N,N,N,Y,N,,,,,
SweetGreen,,,Za'atar Breadcrumbs,2,Create Your Own,2,Toppings,,"Whole Wheat Bread, Focaccia Bread, Extra Virgin Olive Oil, Umami Seasoning, Oregano, Thyme, Sesame Seeds, Sumac, Hyssop, Salt, Soybean Oil",N,,N,N,N,N,N,Y,Y,Y,,,,,
SweetGreen,,,Caramelized Garlic Steak,2,Create Your Own,3,Premiums,,"Steak, Dried Parsley, Extra Virgin Olive Oil, Caramelized Garlic, Seasoning: Kosher Salt, Nuritional Yeast, Granulated Garlic, Granulated Onion",N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Miso Glazed Salmon,2,Create Your Own,3,Premiums,,"Salmon, tamari, Maple Syrup, Miso Paste",N,,N,N,Y,N,N,N,Y,N,,,,,
SweetGreen,,,Blackened Chicken,2,Create Your Own,3,Premiums,,Chicken Leg/Thigh,N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Herb Roasted Chicken,2,Create Your Own,3,Premiums,,"Chicken Tenders, Umami Seasoning, Extra Virgin Olive Oil, Parsley",N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Roasted Tofu,2,Create Your Own,3,Premiums,,,N,,N,N,N,N,N,N,Y,N,,,,,
SweetGreen,,,Avocado,2,Create Your Own,3,Premiums,,,N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Warm Portobello Mix,2,Create Your Own,3,Premiums,,"Portobello Mushrooms, Button Mushrooms, Extra Virgin Olive Oil, Umami Seasoning",N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Warm Roasted Sweet Potatoes,2,Create Your Own,3,Premiums,,"Sweet Potatoes, Umami Seasoning, Extra Virgin Olive Oil",N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Hummus ,2,Create Your Own,3,Premiums,,"Chickpeas, tahini, Lemon Juice, garlic, Extra Virgin Olive Oil, Canola Oil, Natural Flavors, ",N,,N,N,N,N,N,N,N,Y,,,,,
SweetGreen,,,Blue Cheese,2,Create Your Own,3,Premiums,,,Y,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Goat Cheese,2,Create Your Own,3,Premiums,,,Y,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Hard Boiled Egg,2,Create Your Own,3,Premiums,,,N,,Y,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Parmesan Crisps,2,Create Your Own,3,Premiums,,"Pasteurized Skim Cow's Milk, Cheese Cultures, Rennet Salt, Cracked Black Pepper",Y,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Shaved pamesan,2,Create Your Own,3,Premiums,,,Y,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Veg Slaw,2,Create Your Own,3,Premiums,,"Cabbage, Carrots, mayonnaise (contains avocado oil), Hot Honey Mustard Sauce, Apple Cider Vinegar, Lime Juice, Dijon Mustard, Umami Seasoning, Dried Parsley",N,,Y,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Balsamic Vinaigrette ,2,Create Your Own,4,Dressings,,"Sunflower Oil, Balsamic Vinegar, Honey, Dijon Mustard, Salt, Cracked Black Pepper",N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Balsamic Vinegar ,2,Create Your Own,4,Dressings,,,N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Casear,2,Create Your Own,4,Dressings,,"Yogurt, Water, Lemon Juice, Anchovies, Parmesan Cheese, Egg Yolk, Apple Cider Vinegar, Citrus Flour, Distilled Vinegar, Rosemary Extract, Garlic, Salt, Mustard Flour, Black Pepper",Y,,Y,N,Y,N,N,N,N,N,,,,,
SweetGreen,,,Crushed Red Pepper,2,Create Your Own,4,Dressings,,,N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Extra Virgin Oilve Oil,2,Create Your Own,4,Dressings,,,N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Green Goddess Ranch,2,Create Your Own,4,Dressings,,"Mayonnaise (Contains Avocado Oil)), Plain Yogurt, Dill, Red Onion, Basil, Cilantro, Spinach, Lemon Juice, White Wine Vinegar, Sweetgreen Hot Sauce, Salt, Garlic, Cracked Black Pepper",Y,,Y,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Honey BBQ Sauce,2,Create Your Own,4,Dressings,,"Tomato Concentrate, Date Syrup, Water, Honey, Honey, Yellow Mustard, Distilled Vinegar, Natural Hickory Smoke, Salt, Caramel Color, Apple Juice Concentrate, Onion Powder, Garlic Powder, Allspice, Paprika, Black Pepper, Lime Juice Concentrate, Tamarind Concentrate, Organic Ketchup Blend, Cayenne Pepper",N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Hot Honey Mustard Sauce,2,Create Your Own,4,Dressings,,"Sunflower Oil, Apple Cidar Vinegar, Honey, Dijon Mustard, Umami Seasoning, Crushed Red Pepper",N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Lemon Squeeze ,2,Create Your Own,4,Dressings,,,N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Lime Cilantro Jalapeno Vinaigrette,2,Create Your Own,4,Dressings,,"Sunflower Oil, White Miso Paste, Rice Vinegar, Tamari, Ginger, Garlic, Maple Syrup, Water, Umami Seasoning, Sesame Oil",N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Lime Squeeze ,2,Create Your Own,4,Dressings,,,N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Miso Sesame Ginger,2,Create Your Own,4,Dressings,,"Sunflower Oil, White Miso Paste, Rice Vinegar, Tamari, Ginger, Garlic, Maple Syrup, Water, Umami Seasoning, Sesame Oil, Crushed Red Pepper",N,,N,N,N,N,N,N,Y,Y,,,,,
SweetGreen,,,Pesto Vinaigrette ,2,Create Your Own,4,Dressings,,"Sunflower Oil, Extra Virgin Olive Oil, Apple Cider Vinegar, Basil, Garlic, Umami Seasoning",N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Red Wine Vinaigrette ,2,Create Your Own,4,Dressings,,"Red WIne Vinegar, Dijon Mustard, Maple Syrup, Lemon Juice, Salt, Cracked Black Pepper, Extra Virgin Olive Oil, Avocado Oil",N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Spicy Cashew,2,Create Your Own,4,Dressings,,"Cashews, Sunflower Oil, Maple Syrup, Lime Juice, Water, Rice Vinegar, Cilantro, Garlic, Sesame Oil, Ginger, Umami Seasoning, Crushed Red Pepper",N,,N,N,N,Y,N,N,N,Y,,,,,
SweetGreen,,,Sweetgreen Hot Sauce,2,Create Your Own,4,Dressings,,"Water, Jalepeno Peppers, Red Chili Peppers, Onion, Apple Cider Vinegar, Red Bell Pepper, Carrots, Tomato Paste, Garlic, Nutritional Yeast, Sea Salt, Dried Garlic, Dried Onions, Chipotle Powder, Ascorbic Acid",N,,N,N,N,N,N,N,N,N,,,,,
SweetGreen,,,Umami Seasoning ,2,Create Your Own,4,Dressings,,"Granulated Onion, Granulated Garlic, Paptrika, Cumin Powder, Cayenne Powder, Nutritional Yeast, Kosher Salt",N,,N,N,N,N,N,N,N,N,,,,,
Naya,,,Hummus Dip,1,Regular,1,Cold Appetizer,,,N,,N,N,N,N,N,N,N,Y,Y,Y,,,
Naya,,,Spicy Hummus Dip,1,Regular,1,Cold Appetizer,,,N,,N,N,N,N,N,N,N,Y,N,Y,,,
Naya,,,Baba Ghannouj Dip,1,Regular,1,Cold Appetizer,,,Y,,N,N,N,N,N,N,N,Y,N,Y,,,
Naya,,,Grape Leaves,1,Regular,1,Cold Appetizer,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Labne Dip,1,Regular,1,Cold Appetizer,,a soft cheese made from strained yogurt that is a versatile side.,Y,,N,N,N,N,N,N,N,N,N,Y,,,
Naya,,,Cucumber Yogurt Dip,1,Regular,1,Cold Appetizer,,flavored with mint and garlic,Y,,N,N,N,N,N,N,N,N,N,Y,,,
Naya,,,Cabbage Slaw Salad,1,Regular,1,Cold Appetizer,,"Infused with dry mint, lemon and olive oil, this peppery cabbage mix is a great addition to your salad or as a crisp topping.",N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Toum (garlic whip),1,Regular,1,Cold Appetizer,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Tabboule ,1,Regular,1,Cold Appetizer,,"mix of parsley, mint, bulgur and tomatoes. It’s dressed with lemon and olive oil for a light, nutritious side.",N,,N,N,N,N,N,Y,N,N,Y,Y,,,
Naya,,,Falafel,1,Regular,2,Hot Appetizer,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Rekakat,1,Regular,2,Hot Appetizer,,,Y,,N,N,N,N,N,Y,N,N,N,Y,,,
Naya,,,Pumpkin Kibbe ,1,Regular,2,Hot Appetizer,,,N,,N,N,N,N,N,Y,N,N,Y,Y,,,
Naya,,,Fatayer,1,Regular,2,Hot Appetizer,,,N,,N,N,N,N,N,Y,N,N,Y,Y,,,
Naya,,,Kibbe,1,Regular,2,Hot Appetizer,,,Y,,N,N,N,Y,N,Y,N,N,N,N,,,
Naya,,,Vermicelli Rice,1,Regular,8,Extras,,,Y,,N,N,N,N,N,Y,N,N,N,Y,,,
Naya,,,Tri-Color Quiona,1,Regular,8,Extras,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Pita Chips,1,Regular,8,Extras,,,N,,N,N,N,N,N,Y,N,N,Y,Y,,,
Naya,,,Toum (garlic whip),1,Regular,8,Extras,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Pomegranate Tahini,1,Regular,8,Extras,,,N,,N,N,N,N,N,N,N,Y,Y,Y,,,
Naya,,,Spicy Red Pepper Sauce,1,Regular,8,Extras,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Zesty Jalapeno Sauce,1,Regular,8,Extras,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Lemon Tahini,1,Regular,8,Extras,,,N,,N,N,N,N,N,N,N,Y,Y,Y,,,
Naya,,,Pita Bread,1,Regular,8,Extras,,,N,,N,N,N,N,N,Y,N,N,Y,Y,,,
Naya,,,Namoura Coconut Cake,1,Regular,9,Sweets,,"A classic Middle Eastern dessert made with farina, soaked in a fragrant rose water and orange blossom syrup. Moist, sweet, and delicately flavored with hints of almond and coconut.",Y,,N,N,N,N,N,Y,N,N,N,Y,,,
Naya,,,Pistachio Baklava,1,Regular,9,Sweets,,"A crispy sweet pastry made of layers of phyllo filled with pistachio and hints of lemon, rose water, and orange blossom.",N,,N,N,N,Y,N,Y,N,N,Y,Y,,,
Naya,,,Cashew Baklava,1,Regular,9,Sweets,,"Crispy, rolled phyllo fingers filled with cashews and hints of lemon, rose water, and orange blossom.",N,,N,N,N,Y,N,Y,N,N,Y,Y,,,
Naya,,,Canned Soda,1,Regular,10,Beverages,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Spindrift Orange Mango,1,Regular,10,Beverages,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Spindrift Grapefruit,1,Regular,10,Beverages,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Spindrift Raspberry Lime,1,Regular,10,Beverages,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Gold Peak Iced Tea,1,Regular,10,Beverages,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Open Water Sparkling,1,Regular,10,Beverages,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Open Still Water,1,Regular,10,Beverages,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Vermicelli Rice,1,Regular,3,Bowl Base,,,Y,,N,N,N,N,N,Y,N,N,N,Y,,,
Naya,,,Tri-Color Quinoa,1,Regular,3,Bowl Base,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,White Pita,1,Regular,4,Roll Base,,,N,,N,N,N,N,N,Y,Y,Y,Y,Y,,,
Naya,,,Whole Wheat Pita,1,Regular,4,Roll Base,,,N,,N,N,N,N,N,Y,Y,Y,Y,Y,,,
Naya,,,Romaine Lettuce,1,Regular,5,Salad Greens,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Seasonal Greens ,1,Regular,5,Salad Greens,,"Mix of green leaf, red lead, tangos, lollo, rosa, batavia, and oak leaf",N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Roasted Lemon Chicken,1,Regular,6,Protein,,Tender chicken marinated in spices and New York Shuk Preserved Lemon.,N,,N,N,N,N,N,N,Y,Y,N,N,,,
Naya,,,Chicken Shawarma,1,Regular,6,Protein,,"Marinated in a blend of Middle Eastern spices and roasted to perfection, our chicken shawarma is juicy and flavorful.",Y,,N,N,N,N,N,N,N,N,N,N,,,
Naya,,,Chicken Kebab,1,Regular,6,Protein,,"Our chicken kebab is made with marinated chicken breast, grilled until tender and bursting with flavor.",Y,,N,N,N,N,N,N,N,N,N,N,,,
Naya,,,Beef Shawarma,1,Regular,6,Protein,,"Our beef shawarma features tender strips of beef marinated in authentic spices and expertly grilled to bring out a rich, savory flavor.",N,,N,N,N,N,N,N,N,N,N,N,,,
Naya,,,Kafta Lamb Kebab,1,Regular,6,Protein,,Our grilled kafta lamb kebabs are a combination of ground beef and lamb with fresh herbs and spices.,N,,N,N,N,N,N,N,N,N,N,N,,,
Naya,,,Cauliflower ,1,Regular,6,Protein,,Marinated cauliflower florets seasoned with herbs and spices offer an aromatic and tasty vegan choice that's hard to resist.,N,,N,N,N,N,N,N,N,Y,Y,Y,,,
Naya,,,Falafel,1,Regular,6,Protein,,"Crispy on the outside, soft on the inside. Our falafel are golden chickpea croquettes seasoned with a special blend of herbs and spices. A tasty vegetarian option.",N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Hummus Dip,1,Regular,7,Unlimited Toppings,,,N,,N,N,N,N,N,N,N,Y,Y,Y,,,
Naya,,,Toum (garlic whip),1,Regular,7,Unlimited Toppings,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Baba Ghannouj Dip,1,Regular,7,Unlimited Toppings,,,Y,,N,N,N,N,N,N,N,Y,N,Y,,,
Naya,,,Cucumber Yogurt Dip,1,Regular,7,Unlimited Toppings,,,Y,,N,N,N,N,N,N,N,N,N,Y,,,
Naya,,,Romaine Lettuce,1,Regular,7,Unlimited Toppings,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Tomatoes,1,Regular,7,Unlimited Toppings,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Cucumbers,1,Regular,7,Unlimited Toppings,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Cabbage Slaw,1,Regular,7,Unlimited Toppings,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Lebanese Pickles,1,Regular,7,Unlimited Toppings,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Pickled Turnips,1,Regular,7,Unlimited Toppings,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Sumac Onions,1,Regular,7,Unlimited Toppings,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Kalamata Olives,1,Regular,7,Unlimited Toppings,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Jalapenos,1,Regular,7,Unlimited Toppings,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Feta Cheese,1,Regular,7,Unlimited Toppings,,,Y,,N,N,N,N,N,N,N,N,N,Y,,,
Naya,,,Pomegranate Tahini,1,Regular,7,Unlimited Toppings,,,N,,N,N,N,N,N,N,N,Y,Y,Y,, ,
Naya,,,Spicy Red Pepper Sauce,1,Regular,7,Unlimited Toppings,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Zesty Jalapeno Sauce,1,Regular,7,Unlimited Toppings,,,N,,N,N,N,N,N,N,N,N,Y,Y,,,
Naya,,,Lemon Tahini,1,Regular,7,Unlimited Toppings,,,N,,N,N,N,N,N,N,N,Y,Y,Y,,,
Cava,,,Greek Salad,1,Regular,1,Curated Bowls,,,,Y,N,N,N,N,N,N,N,Y,N,N,,,
Cava,,,Harissa Avocado,1,Regular,1,Curated Bowls,,,,3,N,N,N,N,N,N,N,Y,N,N,,,
Cava,,,Spicy Lamb + Avocado,1,Regular,1,Curated Bowls,,,,Y,N,N,N,N,N,N,N,Y,N,N,,,
Cava,,,Chicken + Rice,1,Regular,1,Curated Bowls,,,,Y,N,N,N,N,N,N,N,Y,N,N,,,
Cava,,,Falafel Crunch,1,Regular,1,Curated Bowls,,,,Y,N,N,N,N,N,Y,N,Y,N,Y,,,
Cava,,,Steak + Harissa,1,Regular,1,Curated Bowls,,,,Y,N,N,N,N,N,N,N,Y,N,N,,,
Cava,,,Garlicky Chicken Shawarma,1,Regular,1,Curated Bowls,,,,Y,N,N,N,N,N,N,N,Y,N,N,,,
Cava,,,Crispy Falafel,2,No allergen information found on Cava's website,2,Curated Pitas,,,,N,N,,,N,N,Y,N,N,N,Y,,,
Cava,,,Greek Chicken,1,Regular,2,Curated Pitas,,,,Y,N,N,N,N,N,Y,N,Y,N,N,,,
Cava,,,Spicy Chicken + Avocado,1,Regular,2,Curated Pitas,,,,Y,N,N,N,N,N,Y,N,Y,N,N,,,
Cava,,,Steak + Feta,1,Regular,2,Curated Pitas,,,,Y,N,N,N,N,N,Y,N,Y,N,N,,,
Cava,,,Garlic Chicken + Veggie,2,No allergen information found on Cava's website,2,Curated Pitas,,,,Y,N,,,N,N,Y,N,N,N,Y,,,
Cava,,,Chicken Shawarma,1,Regular,2,Curated Pitas,,,,N,N,N,N,N,N,N,N,N,N,N,,,
Cava,,,Brown Rice,1,Regular,3,Greens + Grains,,,,N,N,N,N,N,N,N,N,N,Y,Y,,,
Cava,,,Saffron Basmati Rice,1,Regular,3,Greens + Grains,,,,N,N,N,N,N,N,N,N,N,Y,Y,,,
Cava,,,Black Lentils,1,Regular,3,Greens + Grains,,,,N,N,N,N,N,N,N,N,N,Y,Y,,,
Cava,,,SuperGreens,1,Regular,3,Greens + Grains,,,,N,N,N,N,N,N,N,N,N,Y,Y,,,
Cava,,,Arugula,1,Regular,3,Greens + Grains,,,,N,N,N,N,N,N,N,N,N,Y,Y,,,
Cava,,,Baby Spinach,1,Regular,3,Greens + Grains,,,,N,N,N,N,N,N,N,N,N,Y,Y,,,
Cava,,,Romaine,1,Regular,3,Greens + Grains,,,,N,N,N,N,N,N,N,N,N,Y,Y,,,
Cava,,,SplendidGreens®,1,Regular,3,Greens + Grains,,,,N,N,N,N,N,N,N,N,N,Y,Y,,,
Cava,,,Pita,1,Regular,4,Pitas,,,,N,N,N,N,N,N,Y,N,N,Y,Y,,,
Cava,,,Tzatziki,1,Regular,5,Dips + Spreads,,,,Y,N,N,N,N,N,N,N,N,N,Y,,,
Cava,,,Hummus,1,Regular,5,Dips + Spreads,,,,N,N,N,N,N,N,N,N,Y,Y,Y,,,
Cava,,,Roasted Eggplant,1,Regular,5,Dips + Spreads,,,,N,N,N,N,N,N,N,N,N,Y,Y,,,
Cava,,,Crazy Feta®,1,Regular,5,Dips + Spreads,,,,Y,N,N,N,N,N,N,N,N,N,Y,,,
Cava,,,Harissa,1,Regular,5,Dips + Spreads,,,,N,N,N,N,N,N,N,N,N,Y,Y,,,
Cava,,,Red Pepper Hummus,1,Regular,5,Dips + Spreads,,,,N,N,N,N,N,N,N,N,Y,Y,Y,,,
Cava,,,Braised Lamb,1,Regular,6,Mains,,,,N,N,N,N,N,N,N,N,N,N,N,,,
Cava,,,Grilled Chicken,1,Regular,6,Mains,,,,N,N,N,N,N,N,N,N,N,N,N,,,
Cava,,,Grilled Steak,1,Regular,6,Mains,,,,N,N,N,N,N,N,N,N,N,N,N,,,
Cava,,,Falafel,1,Regular,6,Mains,,,,N,N,N,N,N,N,Y,N,N,Y,Y,,,
Cava,,,Harissa Honey Chicken,1,Regular,6,Mains,,,,N,N,N,N,N,N,N,N,N,N,N,,,
Cava,,,Roasted Vegetables,1,Regular,6,Mains,,,,N,N,N,N,N,N,N,N,N,Y,Y,,,
Cava,,,Spicy Lamb Meatballs,1,Regular,6,Mains,,,,N,N,N,N,N,N,N,N,N,N,N,,,
Cava,,,Chicken Shawarma,1,Regular,6,Mains,,,,N,N,N,N,N,N,N,N,N,N,N,,,
Cava,,,Cabbage Slaw,1,Regular,7,Toppings,,,,N,N,N,N,N,N,N,N,N,Y,Y,,,
Cava,,,Tomato + Onion,1,Regular,7,Toppings,,,,N,N,N,N,N,N,N,N,N,Y,Y,,,
Cava,,,Persian Cucumber,2,No allergen information found on Cava's website,7,Toppings,,,,N,N,,,N,N,N,N,N,N,N,,,No allergen information found on Cava's Website
Cava,,,Tomato + Cucumber,2,No allergen information found on Cava's website,7,Toppings,,,,N,N,,,N,N,N,N,N,N,N,,,No allergen information found on Cava's Website
Cava,,,Kalamata Olives,2,No allergen information found on Cava's website,7,Toppings,,,,N,N,,,N,N,N,N,N,N,N,,,No allergen information found on Cava's Website
Cava,,,Fiery Broccoli,2,No allergen information found on Cava's website,7,Toppings,,,,N,N,,,N,N,N,N,Y,Y,Y,,,No allergen information found on Cava's Website
Cava,,,Pickled Onions,2,No allergen information found on Cava's website,7,Toppings,,,,N,N,,,N,N,N,N,N,Y,Y,,,No allergen information found on Cava's Website
Cava,,,Salt-Brined Pickles,2,No allergen information found on Cava's website,7,Toppings,,,,N,N,,,N,N,N,N,Y,Y,Y,,,No allergen information found on Cava's Website
Cava,,,Crumbled Feta,2,No allergen information found on Cava's website,7,Toppings,,,,Y,N,,,N,N,N,N,N,Y,Y,,,No allergen information found on Cava's Website
Cava,,,Fire-Roasted Corn,2,No allergen information found on Cava's website,7,Toppings,,,,N,N,,,N,N,N,N,Y,N,Y,,,No allergen information found on Cava's Website
Cava,,,Avocado,2,No allergen information found on Cava's website,7,Toppings,,,,N,N,,,N,N,N,N,N,N,Y,,,No allergen information found on Cava's Website
Cava,,,Shredded Romaine,2,No allergen information found on Cava's website,7,Toppings,,,,N,N,,,N,N,N,N,N,Y,Y,,,No allergen information found on Cava's Website
Cava,,,Pita Crisps,2,No allergen information found on Cava's website,7,Toppings,,,,N,N,,,N,N,N,N,N,Y,Y,,,No allergen information found on Cava's Website
Cava,,,Balsamic Date Vinaigrette,2,No allergen information found on Cava's website,8,Dressings,,,,N,N,,,N,N,N,N,N,Y,Y,,,No allergen information found on Cava's Website
Cava,,,Yogurt Dill,1,Regular,8,Dressings,,,,Y,N,N,N,N,N,N,N,N,N,Y,Y,,
Cava,,,Lemon-Herb Tahini,1,Regular,8,Dressings,,,,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,
Cava,,,Tahini Caesar,2,No allergen information found on Cava's website,8,Dressings,,,,N,N,,,N,N,N,N,N,Y,Y,,,
Cava,,,Greek Vinaigrette,1,Regular,8,Dressings,,,,N,N,N,N,N,N,N,N,N,N,Y,Y,,
Cava,,,Skhug,2,No allergen information found on Cava's website,8,Dressings,,,,N,N,,,N,N,N,N,N,Y,Y,,,
Cava,,,Hot Harissa Vinaigrette,2,No allergen information found on Cava's website,8,Dressings,,,,N,N,,,N,N,N,N,N,Y,Y,,,
Cava,,,Garlic Dressing,2,No allergen information found on Cava's website,8,Dressings,,,,N,N,,,N,N,N,N,N,N,Y,,,
Cava,,,Side Pita,2,No allergen information found on Cava's website,9,Sides,,,,N,N,,,N,N,N,N,Y,Y,Y,,,
Cava,,,Pita Chips,2,No allergen information found on Cava's website,9,Sides,,,,N,N,,,N,N,N,N,N,Y,Y,,,
Cava,,,Greyston Blondie,2,No allergen information found on Cava's website,9,Sides,,,,Y,N,,,N,N,N,N,N,Y,Y,,,
Cava,,,Greyston Brownie,2,No allergen information found on Cava's website,9,Sides,,,,Y,N,,,N,N,N,N,Y,Y,Y,,,
Cava,,,Whisked! Apricot Honey,2,No allergen information found on Cava's website,9,Sides,,,,Y,N,,,N,N,N,N,Y,N,N,,,
Cava,,,Whisked! Salted Dark Chocolate Oat Cookie,2,No allergen information found on Cava's website,9,Sides,,,,Y,N,,,N,N,N,N,Y,N,N,,,
Cava,,,Kids Pita Chips,1,Regular,10,Kids Meal,,,,N,N,N,N,N,N,Y,N,N,Y,Y,,,
Cava,,,Kids Saffron Basmati Rice,1,Regular,10,Kids Meal,,,,N,N,N,N,N,N,N,N,N,Y,Y,,,
Cava,,,Kids Brown Rice,1,Regular,10,Kids Meal,,,,N,N,N,N,N,N,N,N,N,Y,Y,,,
Cava,,,Kids Black Lentils,1,Regular,10,Kids Meal,,,,N,N,N,N,N,N,N,N,N,Y,Y,,,
Cava,,,Kids Mini Pita,1,Regular,10,Kids Meal,,,,N,N,N,N,N,N,Y,N,N,Y,Y,,,
Cava,,,Carrot Sticks,1,Regular,10,Kids Meal,,,,N,N,N,N,N,N,N,N,N,Y,Y,,,
Cava,,,Kids Chicken,1,Regular,10,Kids Meal,,,,N,N,N,N,N,N,N,N,N,N,N,,,
Cava,,,Kids Harissa Honey Chicken,1,Regular,10,Kids Meal,,,,N,N,N,N,N,N,N,N,N,N,N,,,
Cava,,,Kids Falafel,1,Regular,10,Kids Meal,,,,N,N,N,N,N,N,Y,N,N,N,N,,,
Cava,,,Kids Spicy Lamb Meatballs,1,Regular,10,Kids Meal,,,,N,N,N,N,N,N,N,N,N,N,N,,,
Cava,,,Kids Roasted Vegetables,1,Regular,10,Kids Meal,,,,N,N,N,N,N,N,N,N,N,Y,Y,,,
Cava,,,Kids Braised Lamb,1,Regular,10,Kids Meal,,,,N,N,N,N,N,N,N,N,N,N,N,,,
Cava,,,Kids Grilled Steak,1,Regular,10,Kids Meal,,,,N,N,N,N,N,N,N,N,N,N,N,,,
Cava,,,Classic Lemonade,2,No allergen information found on Cava's website,11,Drinks,,,,N,N,,,N,N,N,N,N,Y,Y,,,No allergen information found on Cava's website
Cava,,,Sweet Tea,2,No allergen information found on Cava's website,11,Drinks,,,,N,N,,,N,N,N,N,N,Y,Y,,,No allergen information found on Cava's website
